"14-3-3_beta","14-3-3_epsilon_Caution","14-3-3_zeta","4E-BP1","4E-BP1_pS65","4E-BP1_pT37_T46","4E-BP1_pT70","53BP1","A-Raf_pS299_Caution","ACC_pS79","ACC1_Caution","Acetyl-a-Tubulin (Lys40)_Caution","ACVRL1_Caution","ADAR1","Akt","Akt_pS473","Akt_pT308","alpha-Catenin","AMPK_alpha_Caution","AMPK_pT172","Annexin 1","Annexin_VII","AR","ASNS","ATM","B-Raf_Caution","B-Raf_pS445","Bad_pS112","Bak_Caution","Bap1 c-4","Bax","Bcl-2","Bcl-xL","Beclin_Caution","beta-Catenin","beta-Catenin_pT41_S45","beta Actin_Caution","Bid_Caution","Bim(CST2933)","Bim(EP1036)","BRCA2_Caution","c-Jun_pS73","c-Kit","c-Met_Caution","c-Met_pY1235","c-Myc_Caution","C-Raf(BD610151)_Caution","C-Raf(MP05-739)","C-Raf_pS338","Caspase-7_cleavedD198_Caution","Caspase-8_Caution","Caveolin-1","CD20 _Caution","CD31","CD49b","CDK1","Chk1_Caution","Chk1_pS345_Caution","Chk2","Chk2_pT68_Caution","cIAP_Caution","Claudin-7","Collagen_VI","Cyclin_B1","Cyclin_D1","Cyclin_E1","Cyclin_E2_Caution","Di-Ras3_Caution","DJ-1","Dvl3","E-Cadherin","eEF2_Caution","eEF2K","EGFR","EGFR_pY1068_Caution","EGFR_pY1173","eIF4E","eIF4G_Caution","ER-alpha","ER-alpha_pS118","ERCC1_Caution","ERK2_Caution","ETS-1","FASN","Fibronectin","FoxM1","FOXO3a_Caution","FOXO3a_pS318_S321_Caution","FRA1_Caution","G6PD","Gab2","GAPDH_Caution","GATA3","GSK-3-BETA_Caution","GSK3-alpha-beta","GSK3-alpha-beta_pS21_S9","GSK3_pS9","HER2","HER2_pY1248_Caution","HER3","HER3_pY1289_Caution","Heregulin","HSP70_Caution","IGFBP2","INPP4B","IRS1","JAK2","JNK_pT183_Y185","JNK2_Caution","Ku80_Caution","Lck","MAPK_pT202_Y204","MDM2_pS166","MDMX_MDM4(BetIHC-00108)_Caution","MEK1","MEK1_pS217_S221","MIG-6","Mre11_Caution","MSH2","MSH6_Caution","mTOR","mTOR_pS2448_Caution","MYH11","Myosin IIa pS1943","N-Cadherin","N-Ras","NDRG1_pT346","NF-kB-p65_pS536_Caution","NF2_Caution","Notch1","P-Cadherin_Caution","p14 Arf(BetA300-340A)_Caution","p21","p27","p27_pT157_Caution","p27_pT198","p38 alpha MAPK","p38_MAPK","p38_pT180_Y182","p53_Caution","p62 Lck ligand_Caution","p70S6K","p70S6K_pT389","p90RSK_Caution","p90RSK_pT359_S363_Caution","p90RSK_pT573_Caution","PAI-1","PARP_cleaved_Caution","Paxillin_Caution","PCNA_Caution","PDCD4_Caution","PDK1","PDK1_pS241","PEA15","PEA15_pS116","PI3K-p110-alpha_Caution","PI3K-p85","PKC-alpha","PKC-alpha_pS657_Caution","PKC-delta_pS664","PKC-pan_BetaII_pS660","Porin","PR","PRAS40_pT246","PRDX1","PREX1","PTEN","Rab25","Rad50","RAD51","Raptor","Rb_Caution","Rb_pS807_S811","RBM15","Rictor_Caution","Rictor_pT1135","RSK1-2-3_Caution","S6_pS235_S236","S6_pS240_S244","SCD1","SETD2_Caution","SF2","Shc_pY317","SHP-2_pY542_Caution","Smac_Caution","Smad1","Smad3","Smad4","Snail_Caution","Src","Src_pY416_Caution","Src_pY527","STAT3_Caution","STAT3_pY705","STAT5-alpha","Stathmin","Syk","TAZ","TFRC","TIGAR","Transglutaminase","TSC1_Caution","TTF1","Tuberin","Tuberin_pT1462","VAV1_Caution","VEGFR2","VHL_Caution","XBP1_Caution","XRCC1_Caution","YAP_Caution","YAP_pS127_Caution","YB-1","YB-1_pS102"
-0.102377,-0.185518,0.198808,-0.360955,-0.326029,-0.394564,-0.056402,-0.141345,0.054082,-0.121415,0.032884,0.311799,0.295849,0.07907,0.105301,1.117094,0.207142,0.035516,0.140206,0.22614,1.375174,-0.037251,1.445227,-1.449677,0.751148,-0.490232,-0.488074,0.059101,-0.106572,-0.460699,-0.275602,0.052013,-0.067531,-0.020233,-0.327964,-0.020996,0.084784,-0.110521,-0.698396,-0.356296,-0.002148,0.451701,0.105017,0.328705,0.02202,-0.391004,-0.179366,-0.216228,-0.010394,-0.566196,0.564414,2.743497,-0.115346,0.084617,0.650542,-0.270282,0.68015,0.125016,-0.693045,-0.138034,0.260193,-0.031843,-0.433621,1.321997,-0.456545,0.317779,-0.085647,0.006434,-0.161165,0.114032,0.313408,-0.142777,0.580415,0.978536,0.514042,0.050815,0.254744,0.452476,0.280893,-0.043404,-0.045454,-0.478905,-0.476882,-1.049135,1.563783,0.519172,0.030974,0.085312,0.883344,1.842421,-0.235322,-0.762037,-0.315216,0.144654,-0.173554,0.58976,0.383294,-0.529154,-0.147902,-0.314515,-0.03345,0.021132,-0.248949,0.567524,0.225869,0.538973,-0.159362,0.234638,-0.027719,-0.583441,0.609124,-0.041318,-0.138739,0.224083,-0.209368,-0.005813,0.479865,0.047952,0.470371,0.218503,-0.587863,-0.300563,-0.300175,-0.113737,-0.435388,0.12066,0.826468,1.234159,0.233426,-0.421687,0.288858,-0.413285,-0.174128,-0.001227,0.121315,0.155467,0.16447,0.368552,0.008173,0.047797,2.149801,0.3323,-0.449677,-0.140448,0.04129,0.160348,1.155567,0.026839,0.863899,-0.346555,0.096129,0.137545,0.223239,-0.161447,-0.159272,0.244499,-0.143936,0.947313,0.931963,0.216412,0.346879,-0.422324,-0.123287,0.090557,0.247042,0.084463,0,0.025393,0.233506,-0.281539,-0.310025,-0.69817,-1.530536,0.045263,0.179058,0.011481,-0.037901,-0.81179,-0.447303,-0.420825,-0.098016,0.132868,0.171949,-0.183482,-0.828075,0.027036,-0.154314,0.101201,-0.057142,0.484015,-0.142358,-0.202138,0.311778,-0.051616,0.636243,-0.039645,0.608877,0.41907,-0.266702,-0.232578,-0.190508,-0.066551,0.517717,0.806094,0.539293,1.4554,0.579915,0.09911,-0.237238,0.311289,0.350702,0.996249,-0.274989,-0.189908
0.050672,-0.372477,-0.213687,-0.923478,-0.04909,-0.646054,-0.268773,-0.602918,-0.14392,-0.219853,-0.764731,3.416634,-0.240624,0.071409,-0.119715,-1.4454,-0.774587,-0.466125,0.056274,-0.071708,0.961777,-0.499474,-0.423854,-0.305332,0.008367,0.193319,0.045827,-0.169256,0.126429,-0.125938,-0.707171,-0.859339,0.235847,-0.334845,-2.052896,-0.01036,0.825638,0.129154,0.531483,0.315507,0,0.059953,-0.047608,-0.258107,-0.112939,-0.280244,-0.295848,-0.427542,-0.085661,0.966333,0.665493,1.596568,0.156882,-0.389426,-0.96852,0.222224,0.604902,0.028051,0.333272,-0.048992,-0.075993,-0.540891,-0.062367,0.437334,1.041687,0.718684,0.029024,-0.175572,0.119954,0.092482,-1.425067,1.20279,0.791261,0.439492,-0.070337,-0.045429,0.246352,0.040169,-0.406143,-0.071319,0.031682,1.6236,0.541881,-0.750148,-0.455802,-0.122881,-0.56637,0.165566,0.026416,-0.780997,0.970035,0.940535,-0.32911,-0.280919,0.158164,0.152505,0.135146,0.728528,0.146272,-0.426409,-0.072755,-0.250196,-0.288883,-0.373235,-0.216247,0.02766,0.340195,0.523828,0.188964,-0.627175,-0.682082,0.930771,0.136633,-0.154152,0.588209,0.219559,0.251219,-0.294672,-0.146301,0.144603,0.069124,0.379624,-0.378382,-0.764888,0.034404,-0.329366,0.471136,0.013348,-1.787462,0.055368,-0.373493,2.652255,-0.141428,-0.223486,-0.224637,-0.160709,-0.518509,-0.944375,0.142254,-0.662407,1.100372,0.087686,1.044038,0.191377,0.103438,0.508949,1.540457,-0.135661,0.274563,0.233818,-0.108785,-0.16763,-0.291264,0.231415,0.80593,-0.205251,-0.256321,0.322729,0.217154,-0.143519,-0.199035,-0.052913,-0.178226,0.023995,0.592527,-0.688989,2.086242,-0.571854,0.102446,0.172321,0.187965,-0.01736,0.30164,-0.004614,-0.20796,0.230523,0.181181,0.471825,0.761178,0.256974,-0.211638,-0.018613,-0.212292,-0.295527,-0.427829,0.001383,0.312545,-0.176435,0.224815,-0.494745,-0.002356,-0.341508,0.428325,-0.185308,1.117254,0.245894,-2.378061,-0.059623,-0.406497,0.215922,3.132554,-0.056954,0.483278,-0.054361,-0.192029,-0.463433,0.441651,-1.604596,0.216878,0.428037,0.186168,0.673895,-0.005204,0.042131
0.184626,-0.142102,-0.219248,-0.1127,0.465047,0.066325,0.040592,0.724631,-0.164751,-0.781204,0.649927,0.437075,0.0371,0.645631,-0.67605,-0.405343,-0.654562,-0.277444,0.00388,-0.626366,-0.132806,-0.18781,0.184069,0.558723,-2.007343,-0.031973,-0.237449,-0.408661,0.167617,0.164292,0.132938,-0.15095,-0.56988,0.234244,-0.582894,-0.156303,1.545073,-0.093018,0.070654,0.060428,-0.022865,0.08089,1.171296,0.185745,0.077779,0.923828,0.34934,0.173441,0.445208,0.121989,-0.456625,0.505012,-0.105823,-0.180735,1.429799,0.830878,0.648284,-0.139159,-0.014591,0.372638,0.424906,-0.467124,-0.916321,1.635228,-0.026224,0.997991,-0.370816,0.000223,0.054699,-0.484196,2.008128,0.318558,0.305704,0.000114,-0.758541,0.056486,-0.199965,0.122591,0.047203,0.064673,0.005081,-0.349094,-0.268364,0.127701,-0.327024,1.532822,-0.131808,-0.216626,0.064551,-0.366862,-1.160188,-0.69845,1.300258,-0.062959,-0.486665,-0.75319,-0.602979,-0.345688,-0.482047,-0.280764,-0.088035,0.334101,0.328575,2.027229,-0.3235,0.465408,-0.230405,-0.187575,-0.701949,0.199197,-0.785815,0.452288,0.285594,-0.28087,-0.575027,0.130003,1.446389,0.068898,1.192911,1.263955,0.429569,0.204212,0.05556,-0.968395,-0.397514,0.20397,1.74601,-0.408235,-0.079029,0.166884,0.002556,0.459671,0.12707,0.061071,0.064678,0.048077,-0.344376,-0.529646,-0.419462,1.377767,-0.820338,0.094861,0.986336,-0.110174,0.285148,0.024472,-0.366448,-0.194171,0.678655,-0.206365,-1.214423,-0.219108,-0.323151,-0.018849,0.010794,-0.272036,-0.362018,-0.418224,-0.573919,-0.068641,-0.553559,-2.053193,0.069433,0.432733,0.074952,-0.350648,-0.012285,-0.335093,0.115511,-0.009754,-0.052722,-0.080734,0.722289,0.172145,0.606886,0.283188,0.073818,1.20186,1.297127,-0.110299,0.322492,0.538261,-0.216221,-0.784037,-0.404753,-0.330218,0.089276,0.013649,0.36515,0.289778,-0.493079,-0.046908,1.172949,0.30547,-0.922597,0.047696,-1.625054,0.069836,-0.197419,0.845204,0.213407,0.48405,-0.104688,-0.202227,-0.513305,-0.144442,-0.887448,-0.018237,-0.3263,-0.401509,0.675256,0.671312,-0.15824,0.361128
0.163245,0.023033,0.661951,-0.528455,-0.586924,-0.779538,-0.203024,0.605867,0.037072,-1.008625,-1.454236,-0.572984,-0.020603,0.331302,-0.503573,0.011984,0.253838,0.733145,-0.224245,-0.725669,1.534169,0.17654,-0.232709,0.844499,-0.378542,-0.663514,-0.561611,-0.018386,0.059309,0.112224,-0.57323,0.126203,0.499681,-0.06943,1.947512,0.487165,-0.469513,0.041091,0.809422,0.458857,0.270914,-0.50496,-0.130423,-0.373588,0.005073,-0.778183,-1.386449,-0.742839,-0.057985,0.675892,-0.116492,-2.722015,0.228363,0.281482,1.181203,-0.501145,-1.041392,-0.065731,-0.228431,0.061078,-0.104247,4.067068,0.001954,-1.524014,0.630898,-0.907405,-0.110639,0.026388,-0.034954,-0.349371,4.061883,0.291635,-0.305784,-0.078463,0.890096,-0.021737,0.132099,-0.165554,0.148442,-0.032537,0.15196,0.103522,0.720912,-0.875885,-0.864402,-1.147599,-0.014519,-0.130183,-0.262359,3.516768,-1.295603,0.749042,0.622511,-0.508862,-0.420813,-0.127539,0.165462,0.871031,0.662447,0.277321,0.155322,0.184438,0.071417,1.08803,0.441545,-0.602723,-0.116105,0.134456,0.284188,0.419389,1.181341,1.125642,0.746924,-0.116037,-0.120632,0.212262,-0.271153,0.0322,-0.343765,-0.096281,0.351901,0.277511,-0.152709,-0.053308,0.287445,-0.220072,-0.763719,-0.060047,0.325155,-0.005667,0.992828,-0.531815,0.005982,0.316291,0.043525,-0.188731,-0.288737,-0.662192,0.179951,0.851152,-0.564602,-0.293521,-0.319034,0.099921,-0.000611,0.965773,-0.788592,0.12124,-0.225911,-0.644791,1.580043,-0.187606,-0.211642,-0.142425,1.835818,-0.333373,-0.46046,-0.933136,-0.913711,-0.181516,0.228765,1.388124,0.257211,-0.369698,0.479239,-0.18064,0.587493,2.339511,0.637495,-0.56776,0.110523,-0.297316,-1.571478,0.590153,0.307316,0.23558,0.095233,-0.380286,-1.243621,-0.018113,-0.090363,-0.049713,0.812167,0.336746,0.543607,0.107524,0.19513,-0.116876,-0.141831,1.352139,0.424684,1.133875,-0.103324,0.710122,-1.463823,-0.411794,1.200256,-0.084869,-0.602521,-0.461496,0.960826,-0.500474,0.528872,-0.506045,0.090791,0.382312,0.499108,3.216896,0.060215,0.096989,0.052043,0.23884,-0.079295,0.150071
0.300705,-0.089912,0.477705,-0.077647,-0.125315,-0.494754,-0.194617,-0.210285,0.164503,-0.25792,0.212481,-0.514194,-0.079386,-0.06897,-0.637241,-0.07398,0.265433,1.034842,-0.093133,-0.351597,1.05151,0.691619,0.051199,1.370931,-0.223309,0.534741,0.236319,0.053042,-0.112811,-0.162226,-0.896424,-0.648089,0.611502,-0.212066,2.24855,0.350148,0.368633,0.453128,-0.19572,-0.108987,0.190347,-0.456797,-0.415151,0.658346,-0.076612,0.509298,-0.351404,-0.350875,-0.05995,0.245121,0.035647,2.038882,0.029731,-0.060541,0.873197,0.21542,0.035655,-0.139071,0.043796,0.216711,-0.346614,1.977975,0.029887,-0.056355,0.434974,-0.049342,0.233127,-0.034738,-0.184154,-0.303755,3.763808,0.099342,-0.221633,0.847864,1.041647,0.099221,0.193674,0.413761,-0.0989,-0.051752,0.074207,0.023874,0.600487,-0.206766,2.697533,0.266885,-0.044472,-0.003945,0.734691,-0.082081,0.763593,-0.126305,-0.292699,-0.27052,-0.479245,-0.817094,-0.501904,1.090549,0.999123,1.155869,-0.05248,-0.112082,-0.070632,-0.41123,0.869364,0.285138,-0.200152,-0.437184,0.050414,0.101171,1.315761,-0.126909,0.673799,-0.371797,-0.281704,0.10655,0.820134,0.013203,-0.008145,0.230399,-0.491603,0.038804,0.369919,1.431507,-0.065973,-0.286568,0.016572,0.967001,-0.251087,-0.350204,0.332916,0.696343,-0.177158,0.028547,-0.049847,-0.139348,-0.105021,-0.090482,-0.466676,1.066432,1.056844,-0.159903,0.895997,-0.098795,-0.098863,0.306451,-1.015685,-0.236272,-0.086999,-0.594616,-0.506316,0.093376,-0.038574,-0.284518,0.656523,-0.35846,-0.294611,0.11436,0.257528,0.069984,-0.022548,-1.12831,0.184607,-0.189777,-0.445637,-0.047992,-0.29673,0.961941,-0.353907,-0.07835,-0.393174,-0.286122,-0.490706,0.24126,-0.100167,0.095236,-0.067504,0.365999,0.377315,0.037088,-0.007139,-0.301983,0.290377,0.909466,0.50839,-0.295753,0.023263,-0.398823,0.284002,-0.279639,0.438879,-0.443569,-0.561922,0.835754,-0.742534,-0.325159,1.645719,0.049045,0.760052,-0.037285,0.37698,-0.514532,0.900403,-0.439554,-0.24177,3.826751,0.268184,0.816209,0.047767,-0.242476,-0.076736,0.06567,-0.002194,-0.021275
0.023681,0.067874,-0.117297,-0.03299,-0.759737,-0.634732,-0.019629,-0.455226,-0.0619,-0.926672,0.088112,0.482196,0.251329,0.064037,-0.686568,-0.484241,2.00633,0.645685,0.958999,-1.551052,-0.230455,0.714825,0.788568,0.420554,0.173549,-0.773153,-0.519494,-0.087195,0.857216,-0.715679,-0.12981,0.535173,0.531083,0.11139,0.575908,-0.006083,0.851325,0.502086,-0.603973,-0.257476,0.585898,0.323902,-0.207248,-0.051546,0.15582,-0.041315,-1.535831,-0.810435,-0.030404,2.434625,0.138766,3.782546,0.110602,0.11612,-0.384903,1.360461,-0.104813,-0.032134,-0.156497,0.114114,0.241447,0.280172,0.207263,-0.537908,0.075322,-0.258521,-0.201171,0.068017,0.024212,-0.663153,-0.314424,0.857351,-1.387561,0.283307,-0.204691,0.200246,0.113492,-2.389555,0.095951,0.157208,0.24447,-0.235373,0.719088,0.278032,3.630985,-1.485368,-0.223011,-0.171359,0.080336,3.16847,-1.737194,0.409556,-0.154474,-1.738895,-0.500166,-1.159194,-1.089942,0.769323,-0.189222,-0.227199,0.381866,0.566972,0.099683,1.25179,-1.024263,-0.34703,0.124568,0.136624,0.04347,-1.081281,0.324112,0.549758,-0.353391,0.766813,-0.250984,0.781524,-0.021556,0.075637,-0.089088,-0.500305,-0.226012,-0.031102,0.853451,0.136347,0.467752,-0.046225,-0.399747,-0.907241,-0.02766,-0.15898,0.659773,-0.706649,0.472362,0.040983,0.014656,0.38674,-0.100029,-0.459308,-0.86973,-0.055768,1.305546,-0.416053,-0.400223,-0.57861,0.091738,0.111751,-0.166384,0.2463,-0.570124,0.141034,0.294627,-0.128531,-0.491118,0.045215,1.885609,-0.633844,0.242136,0.341861,0.381896,0.133568,-0.451128,0.627845,-0.207369,-0.248347,1.03925,-0.236727,1.420288,-0.08489,0.512619,-1.090105,0.037199,-0.265118,-1.444644,0.40481,-0.471021,-0.244289,-0.816165,-0.897744,-0.883797,0.246506,-0.154812,-0.036397,-0.108873,-0.540928,0.932116,-0.149175,-0.280598,-0.141055,-0.114279,0.883773,0.082644,0.726075,0.285214,0.002322,-1.31216,-0.131178,-2.707389,0.446065,1.167166,0.125237,0.097356,-0.562534,1.455852,-0.604344,-0.08916,-0.470626,1.87701,0.37365,0.25268,0.168011,-0.147937,-0.221774,0.289415,0.380079
0.006928,-0.063026,-0.99843,-0.198363,0.17286,0.117286,-0.149842,0.421954,0.315336,1.308946,1.12384,0.409714,0.137356,0.133208,0.700041,-0.287565,-0.121828,-0.410256,0.257504,1.442177,0.399836,0.137945,0.28256,0.023738,1.724454,-1.626234,-0.248711,-0.135509,0.140562,-0.087101,-0.413445,-0.621514,-0.066583,0.13607,-2.293997,-0.102073,0.983377,0.116029,0.309075,0.390665,-0.203598,-0.573678,-0.089667,-0.015119,0.211218,-0.433959,0.005507,0.187865,-0.014227,0.082864,-0.241163,-2.419453,-0.030081,0.160165,-0.777128,-0.223945,0.146031,-0.033396,1.226722,0.972772,-0.033209,-0.205985,-0.073415,-0.439722,-0.083704,0.901814,0.106291,-0.064041,0.274039,-0.28316,-0.097134,-0.299732,-1.112029,-0.974369,0.028665,0.168988,0.26255,-1.444423,-0.006134,0.509531,0.074079,-0.178222,-0.257038,0.057226,1.73084,-1.291908,1.029303,0.017171,-0.642779,-0.083105,1.323323,-1.978675,0.32482,-0.002626,0.206818,-0.10545,-0.194094,0.369654,0.484606,-0.299517,0.389427,0.687825,0.065566,0.453053,0.227204,-0.484226,0.227831,-0.109288,0.194919,0.734323,-0.657997,0.977698,0.10836,-0.357773,-0.450823,0.317069,0.062607,0.018333,0.618559,1.034236,0.865861,0.358121,0.128374,-0.505118,-0.224725,0.463143,-0.589631,-0.906667,0.002371,-0.528827,0.166509,2.774925,-0.188726,-0.130037,0.05784,-0.067834,0.107415,0.329695,-0.228721,-0.222723,0.37406,0.9509,1.53919,0.17449,0.066525,0.648643,-0.847486,0.166953,-0.268822,-0.042769,-0.746348,-0.272642,-0.270386,0.009064,-0.098403,-0.067965,-0.227994,-0.062676,-0.20653,-0.086416,-0.165463,0.906434,0.104236,-0.27713,1.070652,-0.255362,1.083962,-0.060581,0.350933,-0.349963,0.88461,-0.152906,-1.29923,0.740722,-0.807124,-0.245577,0.046683,-0.587339,-0.04359,-0.244951,-0.157731,0.081088,-0.119685,-0.166638,0.402982,0.033369,-0.370956,0.185723,0.275241,-0.219278,-0.136507,0.533556,0.5252,0.002322,-0.651239,0.223777,-2.097226,-0.17677,1.387871,0.034485,-0.122445,1.11129,-0.027826,0.079884,-0.221568,-0.028226,-0.915245,-0.601059,0.197228,0.223377,0.526673,0.200865,-0.296509,-0.411575
0.336796,-0.13178,-0.016044,-0.13209,0.083208,-0.007866,0.283541,-0.27467,-0.343876,-0.732921,-0.575738,-0.088385,-0.112086,-0.097172,0.673525,-0.573033,-0.422083,-0.036878,0.196504,-0.705059,1.306726,0.135153,1.601618,1.244758,-0.29441,-0.185976,-0.251603,-0.065181,-0.052581,-0.130121,0.089929,-0.776521,0.928155,-0.205759,0.433343,0.044883,1.373301,0.116463,-0.080832,-0.160874,0.416569,0.290355,-0.121318,-0.234946,-0.095758,0.088327,-0.54735,-0.590577,0.038741,-0.275809,0.726141,2.670257,0.337988,-0.476452,0.997916,-0.412818,0.153753,-0.175968,0.159305,0.379098,-0.106223,0.3052,-0.042423,0.447145,0.569581,0.324031,0.310177,-0.109264,0.091296,-0.155013,-0.327831,0.657091,0.128953,-0.370974,-0.306548,-0.064069,-0.094021,0.168122,-0.535754,-0.055812,0.279924,0.384934,1.061506,-0.954639,0.891004,0.510517,-0.300708,0.159534,0.583549,3.805262,-0.155527,1.537612,-0.091307,-0.806605,0.038468,0.201385,-0.153305,0.002897,-0.369519,-0.648628,-0.10195,0.573741,0.008276,-0.52337,-0.461196,0.34637,-0.156652,0.239841,-0.247415,0.514842,0.342355,0.970472,1.056346,-0.167086,-0.212184,0.515637,0.206615,-0.211251,0.062088,0.557906,-0.123426,0.025664,0.217843,1.317591,0.793897,-0.266725,-0.496543,2.610911,0.433966,-0.32725,-0.20603,-0.316996,-0.202309,-0.214361,-0.287866,-0.151184,0.201483,0.386636,1.211616,-0.890725,1.157709,-0.639744,-0.357755,-0.470215,-0.184185,0.040399,1.800475,-0.311019,0.356194,-0.221346,-0.342122,-0.119538,-0.257514,0.146705,2.292955,-0.336955,-0.232988,0.708565,0.593361,-0.114719,-0.087149,1.010707,-0.101198,-0.023102,1.371193,-0.725871,0.454638,-0.184357,0.663097,-0.288688,-0.242789,0.108439,-0.099952,0.647405,-0.184394,0.003994,-0.679825,0.975888,1.394563,0.248186,-0.079552,-0.179965,-0.255539,-0.24953,0.049672,-0.093094,0.287828,-0.168273,0.731266,0.89362,0.52285,0.193082,-0.665128,-0.141493,0.078125,-0.376894,-0.836824,0.360961,0.676844,-0.450785,0.93031,-0.63046,1.37402,-0.171901,-0.447859,-0.474721,1.448292,-0.750456,0.199712,0.03066,-0.008781,0.415052,0.169399,0.27531
-0.024548,-0.091822,0.301645,0.04663,1.171246,0.850579,0.191273,0.455417,-0.064396,-1.044979,0.009888,0.320391,1.140916,-0.287719,0.013264,1.337209,-0.09567,-0.265722,0.204961,-0.345482,0.426144,0.12625,0.032115,-0.420153,0.53267,0.243868,0.10781,0.038757,0.04972,0.412213,-0.089029,-0.612636,-0.412103,0.285622,-2.920729,-0.20378,1.221432,-0.147146,-0.36139,-0.271075,-0.271642,-0.02885,-0.307229,-0.146081,-0.077531,0.535286,0.542442,0.496454,0.700031,-0.273763,0.41212,2.047143,-0.151264,-0.142715,1.870924,-0.115316,0.27509,0.230689,0.603037,0.779186,0.130215,-0.598468,0.220514,0.582683,-0.000861,0.498821,-0.270331,-0.224356,0.159297,-0.34608,-0.709759,-0.0257,-0.633321,-0.091186,0.108404,-0.09543,0.138203,0.426203,-0.112672,-0.079796,-0.171591,0.540934,0.480255,-0.129617,1.530855,1.187529,-0.160985,0.016856,2.219072,-0.259821,-0.518449,1.084265,-0.119115,-0.239365,-0.353338,0.008741,0.039118,-0.778256,-0.196208,-0.488536,-0.065315,-0.21366,-0.175826,-0.80518,-0.11807,0.712651,0.083156,-0.209329,0.015885,0.29115,-1.082966,1.120475,-0.324503,-0.347205,1.161743,0.786926,3.081302,-0.102292,0.135047,0.156952,0.615357,0.471577,-0.35226,0.190486,-0.510521,-0.05237,1.099326,1.945747,-0.070986,0.077049,0.348658,2.256326,0.17903,-0.224222,-0.01468,0.108989,0.067955,0.058321,0.567837,-0.380065,1.36321,-0.263214,1.65764,-0.801458,0.074596,0.253493,3.222148,-0.192648,0.026206,-0.435472,-0.788766,-0.160129,-0.082442,0.457666,-0.220054,-0.04582,-0.045903,-0.000752,0.076517,-0.22399,0.029406,0.014865,-0.31424,1.647642,-0.0185,-0.229081,-0.881173,-0.490908,-0.202617,0.038209,-0.030549,0.027328,0.994758,-0.182782,1.067031,1.15483,-0.708704,1.697402,0.719898,0.030321,0.378178,0.097982,-0.00237,-0.179172,-0.312852,-0.151692,0.258457,0.043219,-0.024559,-0.417297,-0.053581,0.104648,0.473219,-0.311109,0.613463,0.129538,-2.630317,0.220376,-0.335484,0.477814,0.53921,0.725349,-0.403667,-0.208682,-0.361814,-0.980563,-0.077688,-1.464536,-0.634721,0.039277,1.499171,2.299981,0.070493,1.961908
0.137218,-0.133613,0.248515,-0.202074,-0.35518,-0.569893,-0.22775,-0.808933,0.769336,0.186341,-0.077212,0.370594,-0.191991,0.360003,-0.468808,0.76934,0.239182,0.599852,-0.177842,0.218037,2.021537,0.074798,-0.178467,-0.246562,-0.24943,0.315214,-0.075119,-0.059193,-0.222869,-0.012562,-0.050356,-0.389053,0.316245,-0.049935,-0.350167,-0.139935,0.456471,-0.13206,1.030967,0.635913,0.275621,0.154037,-0.209081,0.209069,-0.122911,0.206825,-0.364046,-0.286486,-0.026952,0.626313,0.16674,0.941914,-0.22857,-0.045282,1.66465,0.585389,0.90703,0.209919,-0.358745,-0.24702,0.362388,1.977047,-0.060328,0.998208,-0.154047,0.678033,0.199274,0.144967,-0.563031,0.260284,4.076257,-0.363897,0.083278,1.267139,0.986344,-0.001243,-0.152924,0.430741,-0.194518,-0.210687,-0.061706,-0.287321,-0.195188,-0.571496,0.205704,0.876702,0.701683,-0.029504,1.459916,-0.361799,0.828053,-1.33243,0.783526,0.700202,0.264947,-0.027681,0.304724,0.819587,0.51448,0.598555,-0.119993,0.127927,0.014223,-0.628993,0.099833,1.017122,0.215436,0.230378,-0.022553,-0.093449,-0.310535,-0.132757,-0.41132,0.000182,-0.140412,0.180614,0.326322,-0.005915,0.174129,-0.347169,-0.253427,-0.017048,-0.10792,-0.298022,-0.573396,-0.086816,0.033813,0.133957,-0.115053,0.279222,0.493681,2.172746,-0.149795,0.104437,-0.009497,-0.286981,0.061726,-0.059649,0.354827,0.915447,0.775814,0.036206,0.585258,-0.261979,-0.029003,0.103403,1.51813,0.003842,0.873733,-0.068061,-0.969418,0.236136,0.286437,0.118323,-0.224726,0.263152,0.354542,-0.904602,-1.147986,-0.418129,-0.529147,0.347881,-0.061305,-0.21711,-0.380016,-0.35848,-0.066228,1.42384,0.355954,0.472322,-0.060429,0.325768,1.060558,-0.191136,0.342051,-0.016444,-0.355259,0.552767,0.523121,-0.440661,0.365691,-0.431894,0.149225,-0.04569,-0.275082,0.011541,-0.11165,-0.133445,0.232503,0.260076,-0.269373,-0.825219,0.897816,-0.136019,1.105885,-0.127337,2.824163,-0.083977,-0.863501,0.543495,1.148435,0.592988,-0.355476,0.425404,-1e-05,0.119899,0.865193,1.319827,-0.261395,0.133238,0.668898,1.041376,-0.093325,-0.324478
